page,text,font_name,font_size,style,color_rgb,color_hex,bbox
8,ṁ,"Cambria,Italic",12.0,italic,"(26, 26, 26)",#1A1A1A,"(265.05999755859375, 257.7099914550781, 274.64801025390625, 271.77398681640625)"
8,hacharitam,"Times New Roman,Italic",12.0,italic,"(26, 26, 26)",#1A1A1A,"(274.4200134277344, 258.4179992675781, 329.87200927734375, 271.7019958496094)"
8,.,Times New Roman,12.0,regular,"(26, 26, 26)",#1A1A1A,"(329.8800048828125, 258.4179992675781, 332.8800048828125, 271.7019958496094)"
8,He became the first recipient of the ,Times New Roman,12.0,regular,"(26, 26, 26)",#1A1A1A,"(337.0799865722656, 258.4179992675781, 526.1480712890625, 271.7019958496094)"
8,Jñanpith Award,Times New Roman,12.0,regular,"(9, 47, 157)",#092F9D,"(72.02400207519531, 279.0580139160156, 149.55799865722656, 292.3420104980469)"
8, in Sanskrit language. He also served as Vice-Chancellor of Shri jagannath ,Times New Roman,12.0,regular,"(26, 26, 26)",#1A1A1A,"(149.57000732421875, 279.0580139160156, 526.18408203125, 292.3420104980469)"
8,"Sanskrit University, Puri, Odisha.",Times New Roman,12.0,regular,"(26, 26, 26)",#1A1A1A,"(72.02400207519531, 299.9679870605469, 233.48399353027344, 313.2519836425781)"
8,Prof. Satyavrat Shastri,"Times New Roman,Bold",12.0,bold,"(255, 0, 0)",#FF0000,"(238.4199981689453, 630.9979858398438, 356.35601806640625, 644.281982421875)"
8,"Dr. S S Rana, Former Reader of the Department served as Dean of the Colleges, University ",Times New Roman,12.0,regular,"(68, 68, 68)",#444444,"(72.02400207519531, 651.637939453125, 526.1279907226562, 664.9219360351562)"
8,"of Delhi for more than 12 years. He also served as Principal of Shivaji College, University of ",Times New Roman,12.0,regular,"(68, 68, 68)",#444444,"(72.02400207519531, 672.2979736328125, 525.6958618164062, 685.5819702148438)"
8,Delhi. ,Times New Roman,12.0,regular,"(68, 68, 68)",#444444,"(72.02400207519531, 692.93798828125, 104.80999755859375, 706.2219848632812)"
8,"Prof. Vachaspati Upadhaya, the former Professor and Head of the Department served as ",Times New Roman,12.0,regular,"(68, 68, 68)",#444444,"(72.02400207519531, 713.5779418945312, 525.7921142578125, 726.8619384765625)"
8,"Vice-Chancellor of Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeeth, New Delhi for a ",Times New Roman,12.0,regular,"(68, 68, 68)",#444444,"(72.02400207519531, 734.4599609375, 525.898193359375, 747.7439575195312)"
8,longest period of time (1994 to 2011).  ,Times New Roman,12.0,regular,"(68, 68, 68)",#444444,"(72.02400207519531, 755.1239624023438, 261.1000061035156, 768.407958984375)"
9,"Information Brochure, Department of Sanskrit ",Times New Roman,12.0,regular,"(112, 48, 160)",#7030A0,"(186.07000732421875, 35.64796447753906, 412.1300048828125, 48.93196487426758)"
9,5 ,Calibri,11.04,regular,"(0, 0, 0)",#000000,"(294.8399963378906, 782.0159301757812, 302.8550109863281, 793.0559692382812)"
9,"Prof. Satyapal Narang, Former Professor and Head of the Department served as Director, ",Times New Roman,12.0,regular,"(68, 68, 68)",#444444,"(72.02400207519531, 72.12800598144531, 525.7442626953125, 85.4120101928711)"
9,"Institute Francaisede Indologies, Pondicherry.",Times New Roman,12.0,regular,"(0, 0, 0)",#000000,"(72.02400207519531, 92.76795959472656, 292.79998779296875, 106.05196380615234)"
9,Former Professor and Head of the Department Dipti Sharma Tripathi served as Director of ,Times New Roman,12.0,regular,"(68, 68, 68)",#444444,"(72.02400207519531, 113.40797424316406, 526.3179931640625, 126.69197845458984)"
9,"National manuscript Mission, Government of India for two consecutive terms -2010-2014. ",Times New Roman,12.0,regular,"(68, 68, 68)",#444444,"(72.02400207519531, 134.31800842285156, 510.30999755859375, 147.6020050048828)"
9,"Dr. Shashi Prabha Kumar, former Professor of the Department served as Founder Vice-",Times New Roman,12.0,regular,"(68, 68, 68)",#444444,"(72.02400207519531, 154.9579620361328, 523.0659790039062, 168.24195861816406)"
9,"Chancellor, ",Times New Roman,12.0,regular,"(68, 68, 68)",#444444,"(72.02400207519531, 175.5979766845703, 130.64401245117188, 188.88197326660156)"
9,"Sanchi University of Buddhist-Indic Studies, Sanchi, MP. She also served as ",Times New Roman,12.0,regular,"(0, 0, 0)",#000000,"(133.00999450683594, 175.5979766845703, 526.238037109375, 188.88197326660156)"
9,"Chairperson, School of Sanskrit and Indic Studies, JNU, New Delhi.",Times New Roman,12.0,regular,"(0, 0, 0)",#000000,"(72.02400207519531, 196.2379913330078, 400.1160583496094, 209.52198791503906)"
9,2. Heads of the Department ,"Times New Roman,Bold",13.92,bold,"(0, 32, 96)",#002060,"(72.02400207519531, 229.34727478027344, 239.97999572753906, 244.7567138671875)"
9,S. NO.,"Times New Roman,Bold",12.0,bold,"(189, 88, 44)",#BD582C,"(114.7699966430664, 263.2179870605469, 148.489990234375, 276.5019836425781)"
9,Name,"Times New Roman,Bold",12.0,bold,"(189, 88, 44)",#BD582C,"(253.05999755859375, 263.2179870605469, 282.8680114746094, 276.5019836425781)"
9,Tenure,"Times New Roman,Bold",12.0,bold,"(189, 88, 44)",#BD582C,"(415.6099853515625, 263.2179870605469, 452.833984375, 276.5019836425781)"
9,1.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(127.25, 285.2980041503906, 136.25, 298.5820007324219)"
9,Mahamahopaadhyaya Lachhmi Dhar Kalla,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(164.7100067138672, 285.2980041503906, 371.45599365234375, 298.5820007324219)"
9,1922-1949,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(408.1700134277344, 285.2980041503906, 460.25, 298.5820007324219)"
9,2.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(127.25, 307.6479797363281, 136.25, 320.9319763183594)"
9,Prof. Narendra Nath Choudhuri,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(192.07000732421875, 307.6479797363281, 344.2560119628906, 320.9319763183594)"
9,1949-1965,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(408.1700134277344, 307.6479797363281, 460.25, 320.9319763183594)"
9,3.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(127.25, 329.9679870605469, 136.25, 343.2519836425781)"
9,Prof. R. V. Joshi,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(228.10000610351562, 329.9679870605469, 308.176025390625, 343.2519836425781)"
9,1965-1968,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(408.1700134277344, 329.9679870605469, 460.25, 343.2519836425781)"
9,4.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(127.25, 352.2879943847656, 136.25, 365.5719909667969)"
9,Prof. T. G. Mainkar,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(220.4199981689453, 352.2879943847656, 315.26800537109375, 365.5719909667969)"
9,1968-1969,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(408.1700134277344, 352.2879943847656, 460.25, 365.5719909667969)"
9,5.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(127.25, 374.3680114746094, 136.25, 387.6520080566406)"
9,Prof. Satyavrat Shastri,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(213.91000366210938, 374.3680114746094, 322.3800048828125, 387.6520080566406)"
9,1969-1976,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(408.1700134277344, 374.3680114746094, 460.25, 387.6520080566406)"
9,6.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(127.25, 396.7080078125, 136.25, 409.99200439453125)"
9,Prof. R. V. Joshi,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(228.10000610351562, 396.7080078125, 308.1280212402344, 409.99200439453125)"
9,1976-1979,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(408.1700134277344, 396.7080078125, 460.25, 409.99200439453125)"
9,7.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(127.25, 419.0279846191406, 136.25, 432.3119812011719)"
9,Prof. Satyavrat Shastri,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(213.91000366210938, 419.0279846191406, 322.3800048828125, 432.3119812011719)"
9,1979-1981,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(408.1700134277344, 419.0279846191406, 460.25, 432.3119812011719)"
9,8.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(127.25, 441.3479919433594, 136.25, 454.6319885253906)"
9,Dr. SatyakamVerma,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(218.74000549316406, 441.3479919433594, 317.10400390625, 454.6319885253906)"
9,1981-1983,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(408.1700134277344, 441.3479919433594, 460.25, 454.6319885253906)"
9,9.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(127.25, 463.6679992675781, 136.25, 476.9519958496094)"
9,Prof. R. V. Joshi,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(228.10000610351562, 463.6679992675781, 308.1280212402344, 476.9519958496094)"
9,10.1983-20.08.1986,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(385.82000732421875, 463.6679992675781, 483.0260009765625, 476.9519958496094)"
9,10.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(124.12999725341797, 486.00799560546875, 139.1300048828125, 499.2919921875)"
9,Prof. B. M. Chaturvedi,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(212.7100067138672, 486.00799560546875, 323.43402099609375, 499.2919921875)"
9,21.08.1986-22.08.1989,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(378.1400146484375, 486.00799560546875, 490.46600341796875, 499.2919921875)"
9,11.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(124.12999725341797, 508.3280334472656, 139.1300048828125, 521.6119995117188)"
9,Prof. Krishan Lal,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(226.4199981689453, 508.3280334472656, 310.1520080566406, 521.6119995117188)"
9,23.08.1989-22.08.1992,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(378.1400146484375, 508.3280334472656, 490.46600341796875, 521.6119995117188)"
9,12.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(124.12999725341797, 530.64794921875, 139.1300048828125, 543.9319458007812)"
9,Prof. Vachaspati Upadhyaya,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(199.27000427246094, 530.64794921875, 336.6240234375, 543.9319458007812)"
9,23.08.1992-15.11.1994,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(378.1400146484375, 530.64794921875, 490.46600341796875, 543.9319458007812)"
9,13.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(124.12999725341797, 552.9679565429688, 139.1300048828125, 566.251953125)"
9,Prof. Pushpendra Kumar,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(208.6300048828125, 552.9679565429688, 327.2259826660156, 566.251953125)"
9,16.11.1994-15.07.1996,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(378.1400146484375, 552.9679565429688, 490.46600341796875, 566.251953125)"
9,14.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(124.12999725341797, 575.3179931640625, 139.1300048828125, 588.6019897460938)"
9,Prof. S. P. Narang,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(224.5, 575.3179931640625, 311.74005126953125, 588.6019897460938)"
9,16.07.1996-29.06.1999,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(378.1400146484375, 575.3179931640625, 490.46600341796875, 588.6019897460938)"
9,15.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(124.12999725341797, 597.637939453125, 139.1300048828125, 610.9219360351562)"
9,Prof. Avanindra Kumar,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(211.27000427246094, 597.637939453125, 324.6099548339844, 610.9219360351562)"
9,30.06.1999-13.03.2002,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(378.1400146484375, 597.637939453125, 490.46600341796875, 610.9219360351562)"
9,16.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(124.12999725341797, 619.9579467773438, 139.1300048828125, 633.241943359375)"
9,Prof. Devendra Mishra,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(212.9499969482422, 619.9579467773438, 323.0379638671875, 633.241943359375)"
9,13.03.2002-24.03.2005,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(378.1400146484375, 619.9579467773438, 490.46600341796875, 633.241943359375)"
9,17.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(124.12999725341797, 642.0379638671875, 139.1300048828125, 655.3219604492188)"
9,Prof. Dipti Sharma Tripathi,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(201.6699981689453, 642.0379638671875, 334.3800354003906, 655.3219604492188)"
9,25.03.2005-21.03.2008,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(378.1400146484375, 642.0379638671875, 490.4779968261719, 655.3219604492188)"
9,18.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(124.12999725341797, 664.3779296875, 139.1300048828125, 677.6619262695312)"
9,Prof. Madan Mohan Agarwal,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(197.35000610351562, 664.3779296875, 338.5539855957031, 677.6619262695312)"
9,22.03.2008-11.07.2010,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(378.1400146484375, 664.3779296875, 490.46600341796875, 677.6619262695312)"
9,19.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(124.12999725341797, 686.697998046875, 139.1300048828125, 699.9819946289062)"
9,Prof. Mithilesh Chaturvedi,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(203.58999633789062, 686.697998046875, 332.66802978515625, 699.9819946289062)"
9,07.07.2010-05.07.2013,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(378.1400146484375, 686.697998046875, 490.46600341796875, 699.9819946289062)"
9,20.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(124.12999725341797, 709.0179443359375, 139.1300048828125, 722.3019409179688)"
9,Prof. Ramesh C. Bharadwaj,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(200.9499969482422, 709.0179443359375, 335.1939697265625, 722.3019409179688)"
9,06.07.2013-05.07.2016,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(378.1400146484375, 709.0179443359375, 490.46600341796875, 722.3019409179688)"
9,21.,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(124.12999725341797, 731.3399658203125, 139.1300048828125, 744.6239624023438)"
9,Prof. Sharda Sharma,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(218.22999572753906, 731.3399658203125, 317.6080017089844, 744.6239624023438)"
9,06.07.2016-Till Date,Times New Roman,12.0,regular,"(64, 130, 178)",#4082B2,"(383.6600036621094, 731.3399658203125, 484.7300109863281, 744.6239624023438)"
10,"Information Brochure, Department of Sanskrit ",Times New Roman,12.0,regular,"(112, 48, 160)",#7030A0,"(186.07000732421875, 35.64796447753906, 412.1300048828125, 48.93196487426758)"
10,6 ,Calibri,11.04,regular,"(0, 0, 0)",#000000,"(294.8399963378906, 782.0159301757812, 302.8550109863281, 793.0559692382812)"
10,3. Vision and Mission ,"Times New Roman,Bold",13.92,bold,"(0, 0, 0)",#000000,"(72.02400207519531, 72.33727264404297, 203.9499969482422, 87.74671173095703)"
10,i. Vision ,"Times New Roman,Bold",13.92,bold,"(0, 0, 0)",#000000,"(90.02400207519531, 100.89727020263672, 142.489990234375, 116.30670928955078)"
10,,Symbol,12.0,regular,"(0, 0, 0)",#000000,"(90.02400207519531, 128.6300048828125, 95.54399871826172, 143.28199768066406)"
10,"Introducing the students with the various branches of Indian knowledge system, ",Times New Roman,12.0,regular,"(0, 0, 0)",#000000,"(108.05000305175781, 129.9980010986328, 525.8299560546875, 143.28199768066406)"
10,culture & civilization.  ,Times New Roman,12.0,regular,"(0, 0, 0)",#000000,"(108.05000305175781, 145.8379669189453, 219.7899932861328, 159.12196350097656)"
10,,Symbol,12.0,regular,"(0, 0, 0)",#000000,"(90.02400207519531, 161.02996826171875, 95.54399871826172, 175.6819610595703)"
10,Promoting the research of Shastric Texts using modern methodology and ways of ,Times New Roman,12.0,regular,"(0, 0, 0)",#000000,"(108.05000305175781, 162.39796447753906, 526.3779907226562, 175.6819610595703)"
10,interpretation.  ,Times New Roman,12.0,regular,"(0, 0, 0)",#000000,"(108.05000305175781, 178.4779815673828, 181.6300048828125, 191.76197814941406)"
10,,Symbol,12.0,regular,"(0, 0, 0)",#000000,"(90.02400207519531, 193.66998291015625, 95.54399871826172, 208.3219757080078)"
10,Identifying such aspects of Ancient Indian Wisdom depicted in Sanskrit Shastric and ,Times New Roman,12.0,regular,"(0, 0, 0)",#000000,"(108.05000305175781, 195.03797912597656, 525.8421020507812, 208.3219757080078)"
10,Literary works reflected in Indian Culture coping up with modern era without losing ,Times New Roman,12.0,regular,"(0, 0, 0)",#000000,"(108.05000305175781, 211.13795471191406, 525.7700805664062, 224.4219512939453)"
10,its essence.  ,Times New Roman,12.0,regular,"(0, 0, 0)",#000000,"(108.05000305175781, 226.9779815673828, 167.9499969482422, 240.26197814941406)"
10,,Symbol,12.0,regular,"(0, 0, 0)",#000000,"(90.02400207519531, 242.16998291015625, 95.54399871826172, 256.8219909667969)"
10,"Promoting the Interdisciplinary Studies related to Sanskrit, Prakrit, Arabic, Persian ",Times New Roman,12.0,regular,"(0, 0, 0)",#000000,"(108.05000305175781, 243.53797912597656, 526.3179931640625, 256.8219909667969)"
10,etc. ,Times New Roman,12.0,regular,"(0, 0, 0)",#000000,"(108.05000305175781, 259.6180114746094, 128.08999633789062, 272.9020080566406)"
10,,Symbol,12.0,regular,"(0, 0, 0)",#000000,"(90.02400207519531, 274.80999755859375, 95.54399871826172, 289.4620056152344)"
10,"Focusing the editing, interpreting and critically analyzing Sanskrit Manuscripts. ",Times New Roman,12.0,regular,"(0, 0, 0)",#000000,"(108.05000305175781, 276.1780090332031, 494.2300109863281, 289.4620056152344)"
10,,Symbol,12.0,regular,"(0, 0, 0)",#000000,"(90.02400207519531, 291.6099853515625, 95.54399871826172, 306.2619934082031)"
